Artiste,Annee,Album,Url,Style,test
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/saywhatyousay.html,rap,iDr Drei Huh so Im out the game huh  iEminemi Yo Dre we riding  iDr Drei Whatever  iEminemi Well Im with you homie  iDr Drei OK lets handle this small shit  iEminemi I was born to brew up storms n stir up shit Kick up dust cuss til I slur up spit Grew up too quick went through too much knew too much shit Corrupt and Im pour it on like syrup bitch Thick in gritz sick and twisted Mr Buttersworth Dre told me to milk this shit for what its worth Till the cow just tilts and tips n stumbles to earth And if I fumble the verse keep going First take I make mistakes just keep it No punches pull no punches thats weak shit Fake shit if I ever take shit I eat shit Wasnt for him I wouldnt be shit  iDr Drei Creep with me as we take a little trip down Memory Lane Been here longer than anyone in the game And I aint got to lie about my age  iEminemi But what about Jermaine  iDr Drei Fuck Jermaine he dont belong speaking mine or Timbalands name And dont think I dont read your little interviews and see what your saying Im a giant and I aint gotta move till Im provoked When I see you Ima step on you and not even know it Ya midget MiniMe with a bunch of little MiniYous Running around your backyard swimming pools Over 80 million records sold And I aint have to do it with 10 or 11 year olds  iChorusi Cause what you say is what you say Say what you say how you say it whenever you saying it Just remember how you said it when you was spraying it So who you playing with huh huh huh huh  Cause what you say is what you say Say what you say how you say it whenever you saying it Just remember how you said it when you was spraying it So who you playing with huh huh huh huh  iEminemi Second verse it gets worse It gets no better than this Amateurs drink veteran piss From a Dixie cup if you ever mix me up Or confuse me with a Cannabis or Dre with a Dupri Will rub it in every club your in well have you Blackballed and make sure you never rap a fucking again Dre aint having it as long as Im here to play Devils Advocate  iDr Drei If there was some magic shit I could wave Over the industry that could save it when Im gone And bury to make sure the tradition carries on I would  iEminemi If I could only use this power for good I wouldnt not even if I could  iDr Drei From the hood and Im a hornet And Ima only sting when Im cornered  iEminemi And Ima only sucker punch or swing without warning And swing to knock somebodys fucking head off Cause I know when they get up I wont get a chance to let off Another punch Im punkrock no ones punk Dont give a fuck white Pac so much spunk When I was little I knew I would blow up And sell a mil or grow up to be Attila Go nuts and be a killer  iDr Drei And Im something of a phenom One puff of the chron Im unstoppable Im alive Im on top again Theres no obstacle that I cant conquer So come along with us Come On  iChorusi Cause what you say is what you say Say what you say how you say it whenever you saying it Just remember how you said it when you was spraying it So who you playing with huh huh huh huh  Cause what you say is what you say Say what you say how you say it whenever you saying it Just remember how you said it when you was spraying it So who you playing with huh huh huh huh  iDr Drei Now anybody who knows Dre Knows Im about fast cars and alize partying all day But I handle my business cause its work before play Dont look for trouble but I serve you gourmet However you want it you could have it your way You fuck my night up Ima fuck up your day Bullet with your name sending it your way That goes for anyone who walks through that doorway Cause this is my space you invade it Live to regret it and you die trying to violate it Fuck around and youll get annihilated Eyes dilated  iEminemi Ha like my old lady Cause what you say is what you say Sometimes what you mean is 2 different things Depending on your mood if it swings think too many things Little hit of Dres weed I can do anything Catch a contact then Im gone and Im back I speed write and my loose leaves my launch pad  iDr Drei And I can pull any string Dont have to prove anything Catch a contract on your head You headed West talk shit about Dre You better get a vest then invest in something To protect your head and neck  iEminemi And its back and forth all day like Red and Meth I joke when I say Im the best in the booth But a lot of truth is said in jest And if I ever do live to be a legend Ima die a sudden death 5 mics in The Source Aint holdin my fucking breath But I suffocate for the respect Fore I breathe to collect the fucking check  iChorusi Cause what you say is what you say Say what you say how you say it whenever you saying it Just remember how you said it when you was spraying it So who you playing with huh huh huh huh  Cause what you say is what you say Say what you say how you say it whenever you saying it Just remember how you said it when you was spraying it So who you playing with huh huh huh huh  iDr Drei Watch your fuckin mouth  iTimbalandi Yo this Timbaland tell him I said suck ichickai my dick   
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/whereinliescontinue.html,metal,THOU SHALT NOT Kill your Fathers  Destroy another Life Question everything we clung to for years Live Forever  Design a Better Death Confuse a liar with a savior from fear Create a Myth and Separate the Chosen Ones Adolescent Independence  Dominion I only wanna believe in fuckin anything But now my conscience is contradicting everything  THE ENDINGS THE SAME  THE WORLD WILL NOT CHANGE THE ANSWER IS CLEAR  Tell your Mothers they have no Sons or Daughters Blame yourselves because your Children are Mine We are Orphans but we are not Forgotten And we will find a way to save us this time We can run but we are tired of running Were dropping seconds in a glass til we die We only wanna believe in fuckin everything But were alive and were not accepting anything  THE ENDINGS THE SAME  THE WORLD WILL NOT CHANGE THE ANSWER IS CLEAR ANNIHILATION  I wont control or restrain things I do not understand Now I realize Im STRONGER BETTER They gave to me now I give to you the means to burn the thoughts I had Now I realize Im STRONGER BETTER MORE  WE HAVE TO SAVE OURSELVES  I will never become another piece Inside the Paralytic Construct I hate Live Forever Well I would rather die At least Id know I wasnt theirs to create This is yours but you had better choose Before they take away your right to decide I guess Ill never believe in fuckin anything But my solace is I CAN HANDLE EVERYTHING  THE ENDINGS THE SAME  THE WORLD WILL NOT CHANGE THE ANSWER IS CLEAR OBLITERATION  I wont control or restrain things I do not understand Now I realize Im STRONGER BETTER They gave to me now I give to you the means to burn the thoughts I had Now I realize Im STRONGER BETTER I wont control or restrain things I do not understand Now I realize Im STRONGER BETTER They gave to me now I give to you the means to burn the thoughts I had Now I realize Im STRONGER BETTER MORE  WE HAVE TO SAVE OURSELVES   
Eminem,1998,Slim Shady EP,https://www.azlyrics.com/lyrics/eminem/justdontgiveafuck.html,rap,iIntro Froggi Whoa A get your hands in the air and get to clapping em And like back and forth because ah This is what you thought it wasnt It beez the brothers representin the Dirty Dozen I be the FRO the double G icoughing in backgroundi And check out the man he goes by the name of er  iVerse One Eminemi Slim Shady brain dead like Jim Brady Im a M80 you Lil like that Kim lady Im buzzing Dirty Dozen naughty rotten rhymer Cursing at you players worse than Marty Schottenheimer You wacker than the motherfucker you bit your style from You aint gonna sell two copies if you press a double album Admit it fuck it while we coming out in the open Im doing acid crack smack coke and smoking dope then My name is Marshall Mathers Im an alcoholic Hi Marshall I have a disease and they dont know what to call it Better hide your wallet cause Im coming up quick to strip your cash Bought a ticket to your concert just to come and whip your ass Bitch Im coming out swinging so fast itll make your eyes spin You getting knocked the fuck out like Mike Tyson The Proof is in the pudding just ask the Deshaun Holton Ill slit your motherfucking throat worse than Ron Goldman  iChorusi So when you see me on your block with two glocks Screaming quotFuck the Worldquot like Tupac I just dont give a fuck Talking that shit behind my back dirty mackin Telling your boys that Im on crack I just dont give a fuck So put my tape back on the rack Go run and tell your friends my shit is wack I just dont give a fuck But see me on the street and duck Cause you gon get stuck stoned and snuffed Cause I just dont give a fuck  iVerse Two Eminemi Im nicer than Pete but Im on a Search to crush a Milkbone Im everlasting I melt Vanilla Ice like silicone Im ill enough to just straight up diss you for no reason Im colder than snow season when its twenty below freezing Flavor with no seasoning this is the sneak preview Ill diss your magazine and still wont get a weak review Ill make your freak leave you smell the Folgers crystals This is a lyrical combat gentlemen hold your pistols But I form like Voltron and blast you with my shoulder missiles Slim Shady Eminem was the old initials Byebye Extortion snorting supporting abortion Pathological liar blowing shit out of proportion The looniest zaniest spontaneous sporadic Impulsive thinker compulsive drinker addict Half animal half man Dumping your dead body inside of a fucking trash can With more holes than an Afghan  iChorusi  iVerse Three Eminemi Somebody let me out this limousine hey let me out Im a caged demon on stage screaming like Rage Against The Machine Im convinced Im a fiend shooting up while this record is spinning Clinically brain dead I dont need a second opinion Fuck dropping the jewel Im flipping the sacred treasure Ill bite your motherfucking style just to make it fresher I cant take the pressure Im sick of bitches Sick of nagging bosses bitching while Im washing dishes In school I never said much too busy having a headrush Doing too much rush had my face flushed like red blush Then I went to Jim Beam thats when my face grayed Went to gym in eighth grade raped the womens swim team Dont take me for a joke Im no comedian Too many mental problems got me snorting coke and smoking weed again Im going up over the curb driving on the median Finally made it home but I dont got the key to get in  iChorusi  iOutro Eminemi Shit fuck everything Outsiders Pace One Young Zee Fuck the entire world   
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/breakthelaw.html,rap,iJuicy Ji Get high breaking laws Get high breaking laws  iMac Milleri Yeah okay I wake up with the taste of pussy still in my mouth Bitch in my bed homegirl still asleep on the couch My head is banging like Metallica swallow a bottle of Advil up Then head back to the bedroom where she suck me dry like Dracula Its the young miraculous mister lovetograbhisnuts Never let a bitch inside fuck her in the Acura Aurora borealis with the shine my aura gorgeous Dinner with forty courses bunch of horny whores and fornicate To formulate a fortune more in the race of horses I am My homies got my back they all Verizon man I bring this to you like lalalalalalive man You gon need at least five hands to hold my finance I am fe fi fo fum the giant The best thing out of Pittsburgh since Clemente with the Pirates I tell them quotshhhquot this middle finger sign for silence Aint a fuckin way Im keeping quiet  iMac Milleri Yeah riding through the city blowing smoke out the window Cops out on patrol they looking out for all the criminals I been a lot of things I aint ever been a bitch though Rules to this game you know how this shit go Get money fuck the system break the law Get money fuck the system break the law Get money fuck the system break the law Oh no break the law La la la  iMac Miller Juicy Ji So many people told me that I wouldnt be shit But now I walk around with money and my hand on my dick I think Im special Im drinking whiskey out the bottle til I black out One million two million shit Im losing track now Coming to you live inside the crack house Started with a dub and then I made it to a half ounce Then I turned it to a pound Wow turned that to a house Wow Turned that to a career how the fuck did I get here Spending all your time just getting high wont drive you crazy crazy I killed the game like Jeffrey Dahmer did the 80s Speeding down the freeway getting head in my Mercedes Giving me all of this money was crazy shoulda known better No pressure dope seller smarter than your professor Hoes I dont stress her put a bitch down like Old Yeller The flows stellar stella ella ola have you ever been Shit I probably couldve been the president  iMac Miller Juicy Ji Yeah riding through the city blowing smoke out the window Cops out on patrol looking out for all the criminals I been a lot of things I aint ever been a bitch though Rules to this game you know how this shit go Get money fuck the system break the law Get money fuck the system break the law Get money fuck the system break the law Oh no break the law La la la Get money fuck the system break the law Get money fuck the system break the law Get money fuck the system break the law Break the law break the law brbreak the law Break the law Break the law Law law   
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/gotohellforheavenssake.html,metal,For the love of god will you bite your tongue Before we make you swallow it Its moments like this where silence is golden And then you speak  No one wants to hear you No one wants to see you So desperate and pathetic Im begging you to spare me The pleasure of your company  When did the diamonds leave your bones  Im burning down every bridge we made Ill watch you choke on the hearts you break Im bleeding out every word you said Go to hell for heavens sake  Im burning down every bridge we made Ill watch you choke on the hearts you break Im bleeding out every word you said Go to hell for heavens sake  Go to hell for heavens sake  No one wants to hear you save your breath No one wants to see you So desperate and pathetic You think that no one sees this I think its time you knew the truth  Im burning down every bridge we made Ill watch you choke on the hearts you break Im bleeding out every word you said Go to hell for heavens sake  Im burning down every bridge we made Ill watch you choke on the hearts you break Im bleeding out every word you said Go to hell for heavens sake  When did the diamonds leave your bones Leave your bones  Youre not a shepherd youre just a sheep A combined effort of everyone you meet Youre all flesh with no bone Feed them to the sharks And throw them to the wolves  Im burning down every bridge we made Ill watch you choke on the hearts you break Im bleeding out every word you said Go to hell for heavens sake  Im burning down every bridge we made Ill watch you choke on the hearts you break Im bleeding out every word you said Go to hell for heavens sake  Go to hell for heavens sake Go to hell for heavens sake Go to hell for heavens sake   
Falling In Reverse,2017,Coming Home,https://www.azlyrics.com/lyrics/fallinginreverse/rightnow.html,metal,Hello earthlings Greetings your favorite aliens back I crashed my spaceship but heres my plan of attack Sit back relax while I talk a bunch of crap on this track  Im sick of hatred self righteous humans pretend That mommas basement is not the place that they live They stay up all night long complaining on blogs  Right here right now Im gonna tell you how I could give a fuck what youre about You think youre cooler than me But youre not what you seem Youre riding on my popularity All Im saying is oh dont come around here And act like youre my friend You keep on reeling me in and selling me out So I could give a fuck what youre about Right here right now  I hate the media and how they spin every word I killed a puppy but I cuddled him first And if you think thats bad you should know there is worse  Im not a bad guy its just my reputation is fucked But Ill embrace it I got no other choice and it sucks If you dont think thats wrong youre as dumb as this song  Right here right now Im gonna tell you how I could give a fuck what youre about You think youre cooler than me But youre not what you seem Youre riding on my popularity All Im saying is oh dont come around here And act like youre my friend You keep on reeling me in and selling me out So I could give a fuck what youre about Right here right  Mother have your mercy cause the worst is yet to come Sorry that Im emo in the middle of the song We are tragically meant to be Mother have your mercy cause the worst is yet to come  Ahh does Ronnie Radke have to smack a bitch Too soon  Right here right now Im gonna tell you how I could give a fuck what youre about You think youre cooler than me But youre not what you seem Youre riding on my popularity All Im saying is oh dont come around here And act like youre my friend You keep on reeling me in and selling me out So I could give a fuck what youre about Right here right now  Tragically meant to be Right here right now Tragically meant to be Right here right now  Get off of the internet and make some fucking friends   
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/whiteiverson.html,rap,Double OT Im a new three  Saucin saucin Im saucin on you Im swaggin Im swaggin Im swaggin oh ooh Im ballin Im ballin Iverson on you Swish ooh ayy Watch out watch out watch out yeah Thats my shot thats my shot thats my shot yeah Spendin Im spendin all my fuckin pay  I got me some braids and I got me some hoes Started rockin the sleeve I cant ball with no Joes You know how I do it Concords on my toes This shit is hard I aint rich yet but you know I aint broke I So if I see it I like it buy that from the store I Im with some white girls and they lovin the coca Like theyre OT Double OT like Im KD smokin OG And you know me in my 23s and my gold teeth Bitch Im smiling bet you see me from the nosebleeds Im a new three and I change out to my new 3s  White Iverson When I started ballin I was young You gon think about me when Im gone I need that money like the ring I never won I won  Saucin saucin Im saucin on you Im swaggin Im swaggin Im swaggin oh ooh Im ballin Im ballin Iverson on you Watch out watch out watch out yeah Thats my shot thats my shot thats my shot yeah Spendin Im spendin all my fuckin pay  Ooh Stoney  Cigarettes and a headband Commas commas in my head man Slumped over like a dead man Red and black bout my bread man Im the answer never question Lace up learn a lesson Bitch Im saucin I do this often dont do no talkin My options right when I walk in jump all them Jordans Im ballin money jumpin Like Im Davis from New Orleans Or bitch Im Harden I dont miss nothin Fuck practice this shit just happens know yall cant stand it I have it I never pass it I work my magic High average ball on these bastards it makes me happy Its tragic I make it happen and all yall Shaqtin  White Iverson When I started ballin I was young You gon think about me when Im gone I need that money like the ring I never won I won  Saucin saucin Im saucin on you Im swaggin Im swaggin Im swaggin oh ooh Im ballin Im ballin Iverson on you Watch out watch out watch out yeah Thats my shot thats my shot thats my shot yeah Spendin Im spendin all my fuckin pay   
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/dejavu.html,rap,iPost Malonei Cause I cant take it no more No you aint like them bitches Tell them hoes adios And you can drop your panties Leave them shits at the door Dior falls on the floor I swear we been here before  Im tryna see you from my own perspective You all in my section tryna come to my session We runnin a pressure you know that we flexin We bought all the bottles we came with the models Girl this a confession Im not like your exes I came in from Texas and now that we textin You can fly in whenever now you undressin Panties on the dresser your hair gettin messed up The feelin we catchin my love is a blessin Made love in that Lexus made love in that Lexus I know you remember  iJustin Bieber amp Post Malonei Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it aint nothing new no Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby this aint nothing new no  iJustin Bieberi Oh you actin reckless I told you that I need affection So let me point you in the right direction Its so important that you get the message Yeah I gotta say gotta say somethin to you you you Im on a roll Im gonna roll out in that new new new If you wanna do what I wanna do Well uhmuhmuhm Well I guess thats just deja vu  iJustin Bieber amp Post Malonei Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it aint nothing new no Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it is aint nothing new no  Tell me if you want it baby Cause I know I can drive you crazy I just wanted you to know now Ohoh ohohhh Show up in that new Mercedes you already know Im faded Girl Ive been thinkin about you lately Ohoh ohohhh  Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it aint nothing new no Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it is aint nothing new no  iPost Malonei Cause I cant take it no more No you aint like them bitches Tell them hoes adios And you can drop your panties Leave them shits at the door Dior falls on the floor I swear we been here before   
Bring Me The Horizon,2019,amo,https://www.azlyrics.com/lyrics/bringmethehorizon/inthedark.html,metal,In the dark In the dark  Oh Ive done it again Dug a little deep and its all caved in Now I free fall in a black hole I know Im getting warm cause I feel so cold  But Im looking on the bright side now Tryna figure out somehow None of this is real no Its looking like I write off now I think we need to talk like now  So dont swear to God he never asked you Its not his heart you drove a knife through Its not his world you turned inside out Not his tears still rolling down Jesus Christ youre so damn cold Dont you know youve lost control Forget about the things you think I know No secrets you cant keep me In the dark In the dark  Deathblow look at you go Brought a T62 to a Rodeo So tall it broke the fourth wall Guess my fairytale has a few plot holes  Well Im looking on the bright side now Tryna figure out somehow None of this is real no You can give the act up now Yeah go ahead and take a bow  So dont swear to God he never asked you Its not his heart you drove a knife through Its not his world you turned inside out Not his tears still rolling down Jesus Christ youre so damn cold Dont you know youve lost control Forget about the things you think I know No secrets you cant keep me In the dark In the dark No secrets you cant keep me In the dark In the dark  Im not looking for salvation Just a little faith in anyone or anything Im not looking for salvation Just a little faith in anyone or anything Im not looking for salvation Just a little faith in anyone or anything Cause its all come caving in Im not looking for salvation Just a little faith in anyone or anything And its time I knew you so  Dont swear to God he never asked you Its not his heart you drove a knife through Its not his world you turned inside out Not his tears still rolling down Jesus Christ youre so damn cold Dont you know youve lost control Forget about the things you think I know No secrets you cant keep me In the dark  Dont swear to God he never asked you Its not his heart you drove a knife through In the dark Its not his world you turned inside out Not his tears still rolling down Jesus Christ youre so damn cold Dont you know youve lost control Forget about the things you think I know No secrets you cant keep me In the dark  Dont swear to God he never asked you Oh no Its not his heart you drove a knife through Oh no Its not his world you turned inside out Oh no Not his tears still rolling down Youre so damn cold Jesus Christ youre so damn cold Youre so damn cold Dont you know youve lost control Oh Forget about the things you think I know Oh No secrets you cant keep me In the dark In the dark No secrets you cant keep me In the dark In the dark In the dark   
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/theburden.html,metal,Theres God Can I feed you again Will I have to stay dumb You can feel and it begins But I know inside this heart attack I can see through your eyes Im terrified of everything But its no real surprise Because the parasites are dancing closer All this sacrilegion warns in posters Can you handle it  In the dark Why I think Im alone I swept through my visions Im going too cold Today is a tragedy In the mouth of the mad But that doesnt matter now Ive come relaxed Im curled up in a ball and shaking Im hiding from the hell Im making I cant believe the chance Im taking Is there any other way Is there any other way  The burden The burden  You cant save me There is nothing more to give I am changing Almost like I never lived Be my witness Just dont leave me in suspense Keep this prove it Tell them all the consequences  The burden Have you ever been burdened before The burden Was there anything you wanted more  You cant save me There is nothing more to give I am changing Almost like I never lived Be my witness Just dont leave me in suspense Keep this prove it Tell them all the consequences  Our same plea By now you know that looks are deceiving Im covered in a rash and receding Is there any other way Is there any other way  For gods sakes weve suffered  this pain is now our lives For gods sakes weve suffered enough i4xi  Enough Enough Enough   
