Artiste,Annee,Album,Url,Style,test
Eminem,2011,Straight From The Vault,https://www.azlyrics.com/lyrics/eminem/goat.html,rap,Im a goat and for those of yall who dont know what a goat is it means the greatest of all time and I consider myself one of those so thank you very much here it goes  This is the part I was worried about everyone thinks that my career is down the tubes and Im in some dusty garage inhaling them carbon monoxide fumes and everyones telling me what I should do and how I should come out and what to rap about and I know I got a lot up in my medulla oblongata that I gotta get out and Im not sure how this is gonna come off theyre probably gonna think that Im coming off as cocky haha like I just started giving a fuck what you really think about me see the thing about me is you dont really know a thing about me everyones making a stink about me like theres some kind of a aura of that of the king around me surround me with nothin but gangsters killers and bangers and the most dangerous criminals and I feel like Im more comfortable around them than I do my own motherfuckin neighbors but see my dream is to be remembered as one of the best when I leave but why does it seem like Im not even put up in the same category as other emcees so when Weezy says that hes better than Jayz please be that just subliminally means he thinks Jiggas the best and that hes the only one up in that league see and its easy just to consider me one of the greatest white rappers there is knowing god damn well that Im one of the best motherfucking rappers who ever lived period  Im a goat and I dont mean to gloat but I know what I know and I know what you think and these magazinesll never put it in ink because how would it look if they considered me as a goat and for those of yall who dont know what a goat is it means the greatest of all time and I consider myself one of those so thank you very much here it goes  Maybe they figure that Im on my way out the game so they gotta go try to find em a new Eminem or a new Shady if they think its gonna happen man I thought I was crazy or maybe I could be takin it wrong and theyre tryna pay homage to me in a strange way so let me pay homage to my fellow white competitors almost in the same way see you hardly ever do hear anyone even bringing up that Paul Walls white cause lyrically he doesnt pose a threat to anyone see hes just aight and Bubba Sparxxx he just wont write because hes so caught up in that snow white that Timbaland cant even get him in the studio hes so gone off that coke right and its so sad cause hes dope right Americas next great white hope right so now they feel like they gotta come up with some corny ass white rapper show right and which Im still havin mixed feelings about they said itd be real Im just spillin it out theres somethin about a white boy talking black and runnin around with a damn grill in his mouth and I love when the say that Tiger Woods shit quotIsnt it ironic that the best rappers white and the best golfers blackquot and Im the one whos gotta catch all the flack offa that but these are the people who never had heard of an Eminem until 8 Mile had came out but I had already hit middle America Parents had all got to likin me now when suddenly I wasnt such a bad guy all of the hatred for me mustve died thought I committed career suicide so I had to turn back into the bad guy so faggoty faggoty faggoty gays and anatomy God made Raggedy Ann and Andy not Raggedy Andy and Andy and Andy and Angelina Jolie is just another ho and Brad is a sucka because once I fuck her she wants to go to Somalia to adopt another baby you know what I say No You better save some of them kids from Madonna she needs all the publicity she can get you want a Shady Well you got it man I aint apologizin for shit  Im a goat and I dont mean to gloat but I know what I know and I know what you think and these magazinesll never put it in ink because how would it look if they considered me as a goat and for those of yall who dont know what a goat is it means the greatest of all time and I consider myself one of those so thank you very much here it goes  Man Im takin my ball and goin home man shit is too easy nobody even wants to pass me the ball cause Im a goat so dont worry Im out the motherfuckin game and yall can sit and argue about whos the motherfuckin best but yall know that Im a goat and like I said Im one of the motherfuckin best before you get your panties in a motherfuckin bunch but before I go Id like to say fuck you very much to everybody who wasnt there from the start and thank you very much to everybody who was and yall aint gotta say it just think it cause I know that you know that I know that you know that I know that you know Im a goat hahahaha Im out yall its been real peace   
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/crackabottle.html,rap,Ooww ladies and gentlemen The moment youve all been waiting for In this corner weighing 175 pounds With a record of 17 rapes 400 assaults and 4 murders The undisputed most diabolical villain in the world Slim Shady  iChorus â Eminemi So crack a bottle let your body waddle Dont act like a snobby model you just hit the lotto Ooh ooh bitches hopping in my Tahoe Got one riding shotgun and no not one of em got clothes Now wheres the rubbers Whos got the rubbers I notice theres so many of em And theres really not that many of us and ladies love us and my posses kicking up dust Its on till the break of dawn And were starting this party from dusk  OK lets go  Back wit Andre the giant mister elephant tusk Fix your musk youll just be another one bit the dust Just one of my mothers son who got thrown under the bus Kiss my butt Lick the fumunda cheese from under my nuts It disgusts me to see the game the way that it looks Its a must I redeem my name n haters get mushed Bitches lust Man they love me when I lay in the cut Fist the cup The lady gave her eighty some paper cut Now picture us its ridiculous you curse at the thought Cause when I spit the verse the shit Gets worse then Worcestershire sauce If I could fit the words as picture perfect works every time Every verse every line as simple as nursery rhymes Its elementary The elephants have entered the room I venture to say were the center of attention its true Not to mention back with a vengeance so heres the signal Of the bat symbol The platinum trios back on you hoes  iChorus â Eminemi So crack a bottle let your body waddle Dont act like a snobby model you just hit the lotto Ooh ooh bitches hopping in my Tahoe Got one riding shotgun and no not one of em got clothes Now wheres the rubbers Whos got the rubbers I notice theres so many of em And theres really not that many of us and ladies love us and my posses kicking up dust Its on till the break of dawn And were starting this party from dusk  Ladies and gentlemen Dr Dre  iDr Drei They see that low rider go by theyre like quotOh myquot You aint got to tell me why youre sick cause I know why I dip through in that six trey like sick em Dre Im an itch that they cant scratch theyre sick of me But hey what else can I say I love LA Cause over and above all its just another day And this one begins where the last one ends Pick up where we left off and get smashed again Ill be damned just fucked around and crashed my Benz Driving around with a smashed front end Lets cash that one in Grab another one from out the stable The Monte Carlo El Camino or the El Dorado The hell if I know Do I want leather seats or vinyl Decisions decisions Garage looks like Precision Collision Or Maaco beats quake like Waco Just keep the bass low speakers away from your face though  So crack a bottle let your body waddle Dont act like a snobby model you just hit the lotto Ooh ooh bitches hopping in my Tahoe Got one riding shotgun and no not one of em got clothes Now wheres the rubbers Whos got the rubbers I notice theres so many of em And theres really not that many of us and ladies love us and my posses kicking up dust Its on till the break of dawn And were starting this party from dusk  And I take great pleasure in introducing 50 Cent  i50 Centi Its bottle after bottle The money aint a thing when you party with me Its what we into its simple We ball out of control like you wouldnt believe Im the napalm the bomb the don Im King Kong Get rolled on wrapped up and reigned on Im so calm through Vietnam ring the alarm Bring the shaun dawn burn marajaun do what you want Nigga on and on till the break of what Get the paper man Im caking you know I dont give a fuck I spend it like it dont mean nothing Blow it like its supposed to be blown Motherfucker Im grown I stunt I style I flash the shit I gets what the fuck I want so what I trick Fat ass burgundy bags classy shit Jimmy Choos shoes I say move a bitch move  So crack a bottle let your body waddle Dont act like a snobby model you just hit the lotto Ooh ooh bitches hopping in my Tahoe Got one riding shotgun and no not one of em got clothes Now wheres the rubbers Whos got the rubbers I notice theres so many of em And theres really not that many of us and ladies love us and my posses kicking up dust Its on till the break of dawn And were starting this party from dusk   
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/waitandsee.html,metal,This is where we begin  Calling all cars its an emergency listen Ladies and gentlemen we are at the end of existence The television is fiction its telling lies to our vision Its like a prison that we live in and were all in the system  We live in a box and keep our family traditions We keep our guns cocked stocked up with more ammunition We teach our children to kill instead of teaching them wisdom And politicians waging wars blame it all on religion  Were dying Im feeling like Im losing it again The only person that were losing is yourself to this Im trying to be all that they want me to be But its hard to believe we are the enemy  Will you wait and see When the world stops spinning and were all pretending to be okay But its hard to be when you find out its fake  Humanity is trapped in a prison Open up your eyes See the vision Wait and see When the world stops spinning I wont stop pretending to be  Calling all people were in a state of confusion Because we hate what we love and its like a drug we abuse it And were polluting solutions and were all equal as humans Truly united we stand damn lets connect through the music  All this hatred Im seeing but its all an illusion People using social media to hurt us its stupid And all these kids just feel the need to cut themselves on their wrist The type of shit their parents miss because theyre losing their grip  Were dying Im feeling like Im losing it again The only person that were losing is yourself to this Im trying to be all that they want me to be But its hard to believe we are the enemy  Will you wait and see When the world stops spinning and were all pretending to be okay But its hard to be when you find out its fake  Humanity is trapped in a prison Open up your eyes See the vision Wait and see When the world stops spinning I wont stop pretending to be  What in the hell have we done to ourselves Brick by brick weve built this cell We are nothing left but a hollow shell hollow shell  Wait and see When the world stops spinning and were all pretending to be okay But its hard to be when you find out its fake  Will you wait and see When the world stops spinning and were all pretending to be okay But its hard to be when you find out its fake  Humanity is trapped in a prison Open up your eyes See the vision Wait and see When the world stops spinning I wont stop pretending to be When the world stops spinning I wont stop pretending to be When the world stops spinning I wont stop pretending to be okay But its hard to be when you find out its fake   
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/singforthemoment.html,rap,These ideas are nightmares to white parents Whose worst fear is a child with dyed hair and who likes earrings Like whatever they say has no bearing its so scary in a house that allows no swearing To see him walking around with his headphones blaring Alone in his own zone cold and he dont care Hes a problem child What bothers him all comes out when he talks about His fuckin dad walkin out Cause he just hates him so bad that he blocks him out If he ever saw him again hed probably knock him out His thoughts are whacked hes mad so hes talkin back Talkin black brainwashed from rock and rap He sags his pants dorags and a stocking cap His stepfather hit him so he socked him back and broke his nose His house is a broken home theres no control he just lets his emotions go  Come on Sing with me Sing sing for the year Sing it Sing for the laughter and sing for the tear Come on Sing it with me its just for today Maybe tomorrow the good Lord will take you away  Entertainment is changin intertwinin with gangsters In the land of the killers a sinners mind is a sanctum Holy or unholy only have one homie Only this gun lonely cause dont anyone know me Yet everybody just feels like they can relate I guess words are a motherfucker they can be great Or they can degrade or even worse they can teach hate Its like these kids hang on every single statement we make Like they worship us plus all the stores ship us platinum Now how the fuck did this metamorphosis happen From standin on corners and porches just rappin To havin a fortune no more kissin ass But then these critics crucify you journalists try to burn you Fans turn on you attorneys all want a turn at you To get their hands on every dime you have they want you to lose your mind every time you mad So they can try to make you out to look like a loose cannon Any dispute wont hesitate to produce handguns Thats why these prosecutors wanna convict me strictly just to get me off of these streets quickly But all they kids be listenin to me religiously so Im signin CDs while police fingerprint me Theyre for the judges daughter but his grudge is against me If Im such a fuckin menace this shit doesnt make sense Pete Its all political if my music is literal and Im a criminal how the fuck can I raise a little girl I couldnt I wouldnt be fit to youre full of shit too Guerrera that was a fist that hit you  Come on Sing with me Sing sing for the year Sing it Sing for the laughter and sing for the tear Sing that shit Sing it with me its just for today Maybe tomorrow the good Lord will take you away  They say music can alter moods and talk to you Well can it load a gun up for you and cock it too Well if it can then the next time you assault a dude Just tell the judge it was my fault and Ill get sued See what these kids do is hear about us totin pistols And they want to get one cause they think the shits cool Not knowin we really just protectin ourselves we entertainers Of course the shits affectin our sales you ignoramus But music is reflection of self we just explain it and then we get our checks in the mail Its fucked up aint it How we can come from practically nothing to being able to have any fuckin thing that we wanted Thats why we sing for these kids who dont have a thing Except for a dream and a fuckin rap magazine Who post pinup pictures on their walls all day long Idolize their favorite rappers and know all their songs Or for anyone whos ever been through shit in their lives Till they sit and they cry at night wishin theyd die Till they throw on a rap record and they sit and they vibe Were nothin to you but were the fuckin shit in their eyes Thats why we seize the moment try to freeze it and own it squeeze it and hold it Cause we consider these minutes golden And maybe theyll admit it when were gone Just let our spirits live on through our lyrics that you hear in our songs and we can  Sing with me Sing sing for the year Sing it Sing for the laughter and sing for the tear Come on Sing it with me its just for today Maybe tomorrow the good Lord will take you away  Sing with me Sing sing for the year Sing it Sing for the laughter and sing for the tear Come on Sing it with me its just for today Maybe tomorrow the good Lord will take you away   
Justin Bieber,2009,My World,https://www.azlyrics.com/lyrics/justinbieber/onelesslonelygirlfrenchadaptation.html,pop,Alright lets go  Theres gonna be one less lonely girl one less lonely girl One less lonely girl one less lonely girl Theres gonna be one less lonely girl one less lonely girl One less lonely girl  Il y a des mots quaujourdhui on se dit Mais qui nous font du tord Et qui ne valent rien quand on les retient Et Ãa rien que pour y croire encore Tu gardes les mots qui restent intacts Et les larmes qui coulent sur ton corps encore Mais si je reste avec toi Therell be the one less lonely girl  Ohh Oh Oh Aucun autre visage ne ma rendu fou Now all i see is you Im coming for you Im coming for you Ohh Oh Cest avec toi que je veux Ãªtre plus que tout And when youre mine in the world  Theres gonna be one less lonely girl Im coming for you One less lonely girl Im coming for you One less lonely girl Im coming for you One less lonely girl Theres gonna be one less lonely girl Im coming for you Je me tiens devant toi Im coming for you Tu peux marcher dans mes pas Thats what Im gonna do If you let me inside your world Theres gonna be one less lonely girl  Mais Ãa nest quun souvenir dans ta vie Il y a trop despace entre vous MÃªme les heures passÃes Ã toujours penser Ne servent Ã rien aprÃs tout Et tellement de mots perdus sur des pages Et des larmes qui coulent sur ton corps encore Mais si je reste avec toi Therell be the one less lonely girl  Ohh Oh Oh Aucun autre visage ne ma rendu fou Now all i see is you Im coming for you Im coming for you Ohh Oh Cest avec toi que je veux Ãªtre plus que tout And when youre mine in this world  Theres gonna be one less lonely girl Im coming for you One less lonely girl Im coming for you One less lonely girl Im coming for you One less lonely girl Theres gonna be one less lonely girl Im coming for you Je me tiens devant toi Im coming for you Tu peux marcher dans mes pas Thats what Im gonna do If you let me inside your world Theres gonna be one less lonely girl  Il faut seulement que tu ten sortes Il faut que tu passes la porte pour que je te dÃlivre Tu nas seulement quÃ le dire plus fort Free to fall Un peu plus fort Fall in love Je prie pour quaujourdhui tu commences ta vie Avec moi je promets Youll be one less lonely girl  Theres gonna be one less lonely girl One less lonely girl One less lonely girl One less lonely girl Theres gonna be one less lonely girl One less lonely girl One less lonely girl Im coming for you One less lonely girl Im coming for you One less lonely girl Im coming for you One less lonely girl Theres gonna be one less lonely girl Im coming for you Je me tiens devant toi Im coming for you Tu peux marcher dans mes pas Thats what Im gonna do If you let me inside your world Theres gonna be one less lonely girl  One less lonely girl Yeah Yeah Im coming for you One less lonely girl Yeah Yeah Im coming for you One less lonely girl Theres gonna be one less lonely girl Im coming for you Je me tiens devant toi Im coming for you Tu peux marcher dans mes pas Thats what Im gonna do If you let me inside your world Theres gonna be one less lonely girl   
Slipknot,1999,Slipknot,https://www.azlyrics.com/lyrics/slipknot/prosthetics.html,metal,Even if you run I will find you I decided I want you now I know I need If you cant be bought tougher than I thought Keep in mind Im with you Never left out fate cant concentrate Even if you run  You will be mine Ah fucking you will be mine Ah fucking you will be mine Ah fucking you will be mine  I found you leaning out of an open window You laughed your fingers clenched Too perfect far too careless I couldnt help myself I just took you  Damn it man I knew it was a mistake Damn it man I knew it was a mistake Damn it man I knew it was a mistake Damn it man I knew it was a mistake You brought it outta me mistake You brought it outta me mistake You brought it outta me mistake You brought it outta me mistake  Better make yourself at home youre here to stay You wont bother me If you let me bother you All the doors are locked all the windows shut Keep in mind I watch you Never leave my side never leave me fucker Even if you run  What the fuck is different man I cant believe Im doing this And what the fuck is different man I cant believe Im doing this What the fuck is different man I cant believe Im doing this And what the fuck is different man I cant believe Im doing this  What the fuck is different I cant believe Im doing it What the fuck is different I cant believe Im doing it What the fuck is different I cant believe Im doing it What the fuck is different I cant believe Im doing it  Man I knew it was a mistake Damn it man I knew it was a mistake Damn it man I knew it was a mistake Damn it man I knew it was a mistake You brought it outta me Mistake You brought it outta me Mistake You brought it outta me Mistake You brought it outta me Mistake   
Mac Miller,2012,Macadelic,https://www.azlyrics.com/lyrics/macmiller/clarity.html,rap,Clarity Clarity Clarity  iVerse 1 Mac Milleri Figure all this out I aint gona take a charity Marry me wish everyone could shake and play the tambourine Perfect I know I love you I aint tryna let those words slip Pure bliss I know that we will stay together we in cursive Infatuation when every single move you make is fascinatin Gravitatin towards anything that gives a sense of happiness Activist love activeness Sendin my love for girls who got some cuts at their wrists Hope you find what you lookin for I hope you find what you lookin for  iHooki You take away the pain and I thank you for that If I ever get the chance bet Im paying you back Im a be waitin for that ix2i  iVerse 2 Mac Milleri Misery you represent love you the epitome So wish for me Ill come out of nowhere your epiphany Disconnect from everybody who dont understand my vision yet In a jet is where my mind is so I light another cigarette To calm me down so calm me down Everybody who can save me now is not around choppa down Busy today but can you tell me how tomorrow sounds In between purgatory aint as bad as it would seem to be Live a dream thats so cliche but I cant tell you what it means to me  iHooki   
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/cleaninoutmycloset.html,rap,Wheres my snare I have no snare in my headphones There you go Yeah yo yo  Have you ever been hated or discriminated against I have Ive been protested and demonstrated against Picket signs for my wicked rhymes look at the times Sick as the mind of the motherfucking kid thats behind All this commotion emotions run deep as oceans exploding Tempers flaring from parents just blow em off and keep going Not taking nothing from no one give em hell long as Im breathing Keep kicking ass in the morning and taking names in the evening Leave em with a taste as sour as vinegar in they mouth See they can trigger me but theyll never figure me out Look at me now I bet youre probably sick of me now aint you mama Imma make you look so ridiculous now  Im sorry mama I never meant to hurt you I never meant to make you cry but tonight Im cleaning out my closet one more time I said Im sorry mama I never meant to hurt you I never meant to make you cry but tonight Im cleaning out my closet  Ha I got some skeletons in my closet And I dont know if no one knows it So before they throw me inside my coffin and close it Imma expose it Ill take you back to 73 Before I ever had a multiplatinumselling CD I was a baby maybe I was just a couple of months My faggot father must have had his panties up in a bunch Cause he split I wonder if he even kissed me goodbye No I dont On second thought I just fucking wished he would die I look at Hailie and I couldnt picture leaving her side Even if I hated Kim Id grit my teeth and Id try To make it work with her at least for Hailies sake I maybe made some mistakes But Im only human but Im man enough to face them today What I did was stupid no doubt it was dumb But the smartest shit I did was take them bullets outta that gun Cause Ida killed him shit I wouldve shot Kim and him both Its my life Id like to welcome yall to quotThe Eminem Showquot  Im sorry mama I never meant to hurt you I never meant to make you cry but tonight Im cleaning out my closet one more time I said Im sorry mama I never meant to hurt you I never meant to make you cry but tonight Im cleaning out my closet  Now I would never diss my own mama just to get recognition Take a second to listen fore you think this record is dissing But put yourself in my position just try to envision Witnessing your mama popping prescription pills in the kitchen Bitching that someones always going through her purse and shits missing Going through public housing systems victim of MÃ¼nchausens Syndrome My whole life I was made to believe I was sick when I wasnt Til I grew up now I blew up it makes you sick to your stomach Doesnt it Wasnt it the reason you made that CD for me Ma So you could try to justify the way you treated me Ma But guess what Youre getting older now and its cold when youre lonely And Nathans growing up so quick hes gonna know that youre phony And Hailies getting so big now you should see her shes beautiful But youll never see her she wont even be at your funeral See what hurts me the most is you wont admit you was wrong Bitch do your song keep telling yourself that you was a mom But how dare you try to take what you didnt help me to get You selfish bitch I hope you fucking burn in hell for this shit Remember when Ronnie died and you said you wished it was me Well guess what I am dead dead to you as can be  Im sorry mama I never meant to hurt you I never meant to make you cry but tonight Im cleaning out my closet one more time I said Im sorry mama I never meant to hurt you I never meant to make you cry but tonight Im cleaning out my closet  Im sorry mama I never meant to hurt you I never meant to make you cry but tonight Im cleaning out my closet one more time I said Im sorry mama I never meant to hurt you I never meant to make you cry but tonight Im cleaning out my closet   
DREAMERS,2018,LAUNCH,https://www.azlyrics.com/lyrics/dreamers/blackwhite.html,Rock/Alternatif,Run away run away Can I bury my head please In a beach from your magazines That you toss on your floor If I stay could we lay and forget about all of this In your bed is that selfish if I dont talk anymore  Were two halves of a broken heart Beating differently We come together to fall apart  I never listen listen lately Its always black and white She never listen listen lady Were like the day and night She never satisfied I wanna feel alive when we collide You know we live in black and white  Im afraid Im afraid weve been running in circles And isnt it hurtful to keep playing this game Is there a way to escape looking out of your window At the moon from your pillow We were so cliche  Were two halves of a broken heart Locked in symmetry When were together we fall apart  I never listen listen lately Its always black and white She never listen listen lady Were like the day and night She never satisfied I wanna feel alive when we collide You know we live in black and white  There was a time We bathed in colored lights How did it ever happen Where did we go wrong Were we slowly fading fading all along  I never listen listen lately Its always black and white She never listen listen lady Were like the day and night She never satisfied I wanna feel alive when we collide You know we live know we live  I never listen listen lately Its always black and white She never listen listen lady Were like the day and night She never satisfied I wanna feel alive when we collide You know we live in black and white   
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/shadowmoses.html,metal,i2xi Can you tell from the look in our eyes were going nowhere We live our lives like were ready to die were going nowhere  I thought I buried you and covered the tracks Youll have to take this with your cold dead hands I thought I buried you Whats dead can never die  I thought Id cut you loose severed the feeling I slipped through the cracks and you caved in my ceiling I thought I buried you Whats dead can never die  Fuck  Can you tell from the look in our eyes were going nowhere We live our lives like were ready to die were going nowhere You can run but youll never escape over and over again Will we ever see the end were going nowhere  This is sempiternal Will we ever see the end This is sempiternal Over and over again and again  Rise from the dead you say Secrets dont sleep til theyre took to the grave Signal the sirens rally the troops Ladies and gentlemen Its the moment of truth  i2xi Can you tell from the look in our eyes were going nowhere We live our lives like were ready to die were going nowhere You can run but youll never escape over and over again Will we ever see the end were going nowhere  This is sempiternal Will we ever see the end This is sempiternal Over and over again and again   
